id	parent	type	name	body	created_at	updated_at
114	18	1	52.0	{"blocks":[{"key":"1pa7m","text":"A researcher is conducting a study to determine possible new treatments for a drug-resistant form of acute lymphoblastic leukemia (ALL). The researcher is trying to identify a sample that he grew via PCR from a patients’ blood who has the drug-resistant form of ALL. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4vhd8","text":"Which of the following techniques will help the researcher identify the sample?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1c99o","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 03:29:21	2020-01-06 03:29:21
115	18	1	53.0	{"blocks":[{"key":"99npj","text":"A father brings his 5-year-old son to the pediatrician because his son seems to have shortness of breath with very moderate exertion, such as climbing to the top of a slide at the local playground. At home, the boy has trouble getting off the couch and as an infant frequently used his arms to help stand up. On physical exam the physician notices that the boy’s calves are rather large. The physician suspects that the patients’ symptoms are due to a protein mutation. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5tbqi","text":"Which of the following proteins is most likely mutated?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"7iuma","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 03:33:40	2020-01-06 03:33:40
116	18	1	54.0	{"blocks":[{"key":"41o68","text":"A 4-year old boy comes to the physician with his mother after he complained of easy fatigue and difficulty keeping up with his friends in the playground. The patients’ mother notices that when he runs around with other children he often lags behind and tells her that his body hurts. Blood work shows a normal glucose level. The mother also notes that her son’s urine has been dark-red in color recently.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"75ntm","text":"Which of the following enzymes is most likely deficient?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 03:40:49	2020-01-06 03:40:49
117	18	1	55.0	{"blocks":[{"key":"52e9q","text":"An 8-year-old boy is brought to the physician by his parents as a follow up to their recent conversation with the boy’s school teacher. He has previously done well in school and paid attention in class, but recently he has become distracted easily and seems to have an extremely short memory retention. On physical examination the physician notes a cherry-red macula. There is no abdominal tenderness and the liver span is normal. Both parents are of Ashkenazi Jewish descent.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4p8n","text":"Which of the following enzymes is most likely deficient?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 03:45:10	2020-01-06 03:45:10
118	18	1	56.0	{"blocks":[{"key":"fv07v","text":"A 5-year-old girl is brought to the physician by her parents after she has complained on several occasions that she cannot see the TV well. She has been enrolled in special education classes her entire life, and her parents are not sure if she is actually having difficulty with her vision. On physical examination the patient has large, swollen gums and an upward slanting nose. Both parents are healthy. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"26j6a","text":"If the physician concludes that this patients’ disorder is due to a deficiency of alpha-L-iduronidase, in which of the following patterns is this disease process inherited?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 03:49:07	2020-01-06 03:49:07
119	18	1	57.0	{"blocks":[{"key":"glvg","text":"A 16-year-old boy with severe intellectual disability, a single palmar crease, and prominent epicanthal folds is brought to the physician by his mother after noticing a visible heart palpitation in his chest. The physician diagnoses a ventricular septal defect resulting in right ventricular hypertrophy. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6iv38","text":"If this cardiac defect is related to the patients’ physical and mental disorders, which of the following steps will be disrupted?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 03:58:50	2020-01-06 03:58:50
120	18	1	58.0	{"blocks":[{"key":"9jggn","text":"A 31-year-old woman with poor prenatal care delivers a child at 31 weeks’ gestation with holoprosencephaly, 6 fingers on each hand, and a prominent ventricular septal defect. The child dies within 48 hours. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"63cu1","text":"Which of the following is the most likely cause of this patients’ death?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 04:03:13	2020-01-06 04:03:13
121	18	1	59.0	{"blocks":[{"key":"703uj","text":"A 52-year-old man comes to your office with his wife because of feeling down, easy fatigue, and not sleeping well for the past several months. He primarily decided to come to the office today because for the past week he has developed involuntary movements of his left arm. The patient reports that his father had a similar presentation at the age of 60 and was later diagnosed with dementia. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"bigco","text":"Which of the following describes the patients’ most likely condition?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 04:07:43	2020-01-06 04:07:43
122	18	1	60.0	{"blocks":[{"key":"4dk3","text":"A 43-year-old woman delivers a baby boy that has facial deformities and a single palmar crease. Upon cardiac auscultation the physician hears a severe atrial septal defect. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9ul47","text":"Which of the following processes is most likely disrupted, causing the newborns physical signs?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-06 04:13:46	2020-01-06 04:13:46
123	19	1	1.0	{"blocks":[{"key":"cv8l4","text":"A 21-year-old male patient arrives at the emergency room via ambulance after sustaining a “fast-ball” to face while playing baseball. The patient is conscious and alert to person and place but not to time or event. He is moaning in pain and clearly agitated. Physical examination of the face revels a 13 cm hematoma to the left eye socket and upper cheek. The patient is unable to look upwards in the effected eye as well as strabismus is noted.  Imaging of the face revels an inferior orbital fracture with fluid accumulation in the left maxillary sinus along with an entrapped extraocular muscle. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"bgq2t","text":"Which extra ocular muscle is affected in this patient?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 02:40:31	2020-01-10 02:40:31
124	19	1	2.0	{"blocks":[{"key":"3pj0o","text":"A 6-year old boy is brought to the emergency department by his parents. Upon arrival the boy appears to be unconscious and not responding to verbal commands. The parents report that their son was riding his bicycle and fell striking the left side of his head. They state that he was talking to them after the fall but soon after he became unconscious. Physical examination reveals a 12cm hematoma on the left anterolateral side of the forehead. Imaging of the skull revels a fracture to the pterion. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"747s0","text":"Which of the following vessels and its anatomical location would this type of injury involve?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 02:55:41	2020-01-10 02:55:41
125	19	1	3.0	{"blocks":[{"key":"9h5ei","text":"A 6-year old boy is brought to the emergency department by his parents. Upon arrival the boy appears to be unconscious and not responding to verbal commands. The parents report that their son was riding his bicycle and fell striking the left side of his head. They state that he was talking to them after the fall but soon after he became unconscious. Physical examination reveals a 25cm hematoma on the left anterolateral side of the forehead. Imaging of the skull revels a fracture to the pterion. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9lnch","text":"Which cranial fossa does the arterial branch of the middle meningeal artery reside?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 02:57:47	2020-01-10 02:57:47
126	19	1	4.0	{"blocks":[{"key":"fkp28","text":"A 24-year-old male it transported by EMS to the emergency department with a stab wound to the left lateral cervical region of the neck. On Physical examination the deep stab wound is specifically located lateral to the sternocleidomastoid but medial to the trapezius muscle. The patient is conscious and alert but is unable to shrug his left shoulder or raise his left arm above his head. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8mlvd","text":"Which structure if damaged would present like the patient’s symptoms described?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:00:29	2020-01-10 03:00:29
127	19	1	5.0	{"blocks":[{"key":"668vg","text":"A 56-year old women presents to her physicians with complaints of “pins and needles” sensations accompanied by numbness in her right hand. Her past medical history is significant for rheumatoid arthritis in both hands. She is a retired secretary of 30 years. Physical examination revels decreased sensation in the index and middle fingers as well as the thumb. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"21fak","text":"Which nerve roots comprise the primary nerve that is causing this patients complaint?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:02:28	2020-01-10 03:02:28
128	19	1	6.0	{"blocks":[{"key":"7kqcg","text":"A 73-year-old male is admitted to the emergency department with severe abdominal pain throughout his abdominal region. Past medical history shows uncontrolled hypertension and high cholesterol. A CT scan of the abdomen shows a large abdominal aortic aneurysm affecting the L1 vertebral level of the aorta resulting in ischemia. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2ijmv","text":"Which of the following gastrointestinal organs would be affected by this ischemic event?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:04:46	2020-01-10 03:04:46
129	19	1	7.0	{"blocks":[{"key":"4v87h","text":"A 51-year-old homeless man is admitted to the emergency department with mid abdominal pain and discomfort. History of present illness states that the homeless man was taken in by a shelter and was given a large hot meal, shortly after consuming the food he began to develop abdominal pain and discomfort. Imaging of the abdomen revels a compressed duodenum at the third portion by a large vessel. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"cpt6f","text":"Which of the following circulatory vessels is causing the compression of the small intestines anatomically?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:07:36	2020-01-10 03:07:36
130	19	1	8.0	{"blocks":[{"key":"86c08","text":"A 71-year-old man comes to the emergency department with his wife. He is complaining of double vision that has progressively become worse over the past six weeks. The patient states that it started with blurry vision and over the past few days he has had double vision. Past medical history is significant for type two diabetes, HTN, and high cholesterol. The patient weight is 254 lbs., height is 76 cm, and BMI of 36 kg/m2. On neurological examination the patient is unable to adduct his right eye. Strabismus is noted as the right eye is in a downward-lateral position as well as mild ptosis. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9cc1o","text":"A lesion involving which of the following anatomical structures is most likely responsible for the symptoms the patient is experiencing?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:10:13	2020-01-10 03:10:13
131	19	1	9.0	{"blocks":[{"key":"j0ba","text":"A 57-year-old man comes to the emergency department with complaints of severe abdominal discomfort, dizziness, and vomiting that began 5 hours ago. The patient’s wife was able to gather a sample of his vomit. Upon further examination of the sample it appears to be dark brown with a coffee ground appearance. Past medical history revels a 15-year diagnosis of gastritis. The patient is noncompliant to his gastritis medications. Physical examination revels epigastric tenderness and guarding upon palpation. Imaging of the alimentary track revels a perforated ulcer on the posterior wall of the proximal duodenum. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ldbj","text":"The ulcer has most likely penetrated which of the following vessels?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:12:32	2020-01-10 03:12:32
132	19	1	10.0	{"blocks":[{"key":"e7281","text":"A 60-year-old male visits his primary care physician with complaints of, “I’m having a hard time swallowing my food.” Past medical history revels a significant history of coronary artery disease, HTN, and cardiomegaly due to mitral stenosis. The patient denies any smoking or alcohol consumption. There is no family history neuromuscular disease. Imaging of the heart is performed. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"7dbo9","text":"It is determined that his dysphagia is caused by the enlargement of which of the following anatomical structures?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:14:41	2020-01-10 03:14:41
133	19	1	11.0	{"blocks":[{"key":"aiu87","text":"A 21-year-old G1P0 female sees her primary care physician for a routine prenatal checkup. During the ultrasound examination of the fetus the physician detects unilateral renal agenesis a long with oligohydramnios. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"rdo2","text":"Which of the following congenital malformations has likely occurred?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 03:17:31	2020-01-10 03:17:31
134	19	1	12.0	{"blocks":[{"key":"c90sq","text":"A 64-year-old man present to the emergency department with a swollen right wrist and a 7 out of 10 on the pain scale. The patient states that he was walling down his driveway to get the newspaper and slipped, trying to catch himself with an outstretched hand upon landing. Shortly after the fall he started to notice a, “pens and needles” sensation along with numbness in his index, middle, and ring finger. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2vhn0","text":"Which of the following carpal bones labeled in the image below has been dislocated causing nerve impingement leading to the signs and symptoms the patient is complaining of?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4ekmo","text":" ","type":"atomic","depth":0,"inlineStyleRanges":[],"entityRanges":[{"offset":0,"length":1,"key":0}],"data":{}},{"key":"crp19","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{"0":{"type":"IMAGE","mutability":"MUTABLE","data":{"src":"https://api.reel-lms.com/images/UMlNpFpOxXw4Xr15juTo.jpg","height":"auto","width":"auto","alignment":"none"}}}}	2020-01-10 03:23:13	2020-01-10 03:23:13
136	20	1	1.0	{"blocks":[{"key":"5k2uc","text":"A research student is studying a genetic disorder that affects protein translation.  She determines the disorder is caused by dysfunctional ribosomal assembly.   ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2pc2t","text":"What is the most likely location of the disorder?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:31:53	2020-01-10 19:31:53
137	20	1	2.0	{"blocks":[{"key":"em8kv","text":"A pathologist is examining a specimen of a tumor to determine its origin.  The tumor stains negative for keratin, but positive for vimentin and desmin.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fuk75","text":"What is the most likely origin of the tumor?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:34:29	2020-01-10 19:34:29
138	20	1	3.0	{"blocks":[{"key":"ehgmd","text":"A student researcher is studying the various functions of fibroblasts in relation to wound healing.  She begins her research by culturing mature dermal fibroblasts in a growth media and then observes their functioning over several days.  After a week, she notices the fibroblasts begin synthesizing polypeptide chains that assemble into triple helical structures, followed later by fibril assembly.  She isolates these fibrils and separates them into their amino acid residues via chromatography.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"44v4c","text":"Which amino acid residue most likely composes a majority of these fibrils?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:37:40	2020-01-10 19:37:40
139	20	1	4.0	{"blocks":[{"key":"9veo3","text":"A 3-month-old girl is brought into the clinic for evaluation of a metabolic disorder after presenting with developmental delay and failure to thrive.  The patient has had several seizures during the neonatal period and was born outside the United States.  Physical examination reveals hypotonia, hepatomegaly, and an abnormally shaped head with a large anterior fontanelle.  A culture of fibroblasts shows impaired ability to oxidize very long chain fatty acids, and lab studies show elevated levels of very long chain fatty acids.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5qqfm","text":"Which organelle is most likely dysfunctional in this patient?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:40:01	2020-01-10 19:40:01
140	20	1	5.0	{"blocks":[{"key":"9pntr","text":"A new drug is being tested on patients with botulism poisoning.  Once a person is infected, botulism toxin works by blocking the release of neurotransmitters at the neuromuscular junction, creating an ascending paralysis.  To achieve paralysis, the toxin is taken up by nerve fibers and undergoes retrograde transport along axonal microtubules to the central nervous system.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"111mp","text":"A drug acting on which of the cellular proteins is most likely being tested on the patients with botulism poisoning?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:45:18	2020-01-10 19:45:18
141	20	1	6.0	{"blocks":[{"key":"c11lq","text":"A 25-year-old graduate student is found unconscious in his home by his roommate.  When he arrives, multiple bruises are seen along his shins.  The roommate is unaware of any trauma or medical conditions but states the patient does seem to bruise easily.  Upon further assessment, it is discovered that the patient has suffered from rupture of a pseudoaneurysm.  A collagen defect is suspected.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"d7cm6","text":"Which of the following types of collagen is most likely responsible for the defect?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:48:05	2020-01-10 19:48:05
142	20	1	7.0	{"blocks":[{"key":"5k16f","text":"A 23-year-old female immigrant from Syria presents to the emergency room in active labor with her first pregnancy and child.  Upon arrival she is fully dilated and effaced, with contractions occurring every 1-2 minutes.   Due to her recent arrival and previous stay in a refugee camp overseas, she has not received any prenatal care and estimates that she is 36 weeks along in her pregnancy.  The neonate is delivered with no complications and her Apgar scores at 1 minute and 5 minutes are 6 and 9, respectively.  Upon further inspection of the baby, it is noticed that her hips are dislocated, and her elbow joints appear to be restricted in movement.  A defect in the enzyme responsible for phosphorylation of newly formed proteins for trafficking is suspected.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"dve2m","text":"Which of the following organelles is most likely the location of the dysfunctional enzyme?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:53:27	2020-01-10 19:53:27
143	20	1	8.0	{"blocks":[{"key":"7cv2o","text":"A new drug is being developed that exclusively acts on the intestinal cells of the epithelium.  During trials, test patients treated with this drug exhibit malabsorption of fructose, but not glucose and galactose.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6m2t1","text":"These findings indicate a mechanism of action on which of the following transporters?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:56:11	2020-01-10 19:56:11
144	20	1	9.0	{"blocks":[{"key":"89jue","text":"A new chemotherapy drug is being considered for trial.  During laboratory evaluation, the drug is administered to a culture of cancer cells.  After microscopic evaluation, the cells show arrest with a lack of nuclear envelope and paired, condensed chromatids visible in the slide. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ans18","text":"Which of the following cellular components is most likely the target of the new drug?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 19:59:03	2020-01-10 19:59:03
145	20	1	10.0	{"blocks":[{"key":"1i166","text":"A 24-year-old homeless woman arrives at the emergency department with worsening weakness and fatigue.  She had the flu a couple weeks ago, but the fatigue and weakness persisted.  The woman admits that she doesn’t always eat and when she does, its generally food she finds or that is given to her.  Physical examination reveals a malnourished, unkempt woman with the smell of alcohol present on her breath.  Her oral cavity reveals swollen gums and her hair is wiry.  There are noticeable bruises scattered diffusely along her arms and legs.  It is suspected that this patient’s condition is the result of a vitamin deficiency.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6oa45","text":"Which of the following processes is most likely affected by this patient’s nutritional deficiency?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-10 20:02:04	2020-01-10 20:02:04
146	20	1	11.0	{"blocks":[{"key":"flov9","text":"A 46-year-old man comes to the emergency department after a motor vehicle collision.  Multiple lacerations are seen in his extremities, as well as severe blood loss from a puncture wound to the lower abdomen.  The patient has also experienced severe head trauma and is placed in a medically induced coma after stabilization.  After a week, the patient is doing much better and he is taken out of the coma.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1pk51","text":"A biopsy of this patient’s neurons would show cells in which phase of the cell cycle?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-16 20:40:19	2020-01-16 20:40:19
147	20	1	12.0	{"blocks":[{"key":"fkraq","text":"A student is studying the cellular composition of different areas of lung tissue.  A biopsy specimen from an area of the lung displays a circular pattern, with microtubules in a 9+2 doublet configuration.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5s3ic","text":"Coordinated functioning of these filaments requires signal propagation through which of the following cellular junctions?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-16 20:44:39	2020-01-16 20:44:39
148	20	1	13.0	{"blocks":[{"key":"9g2bo","text":"A 23-year-old graduate is found dead by his roommates.  Upon questioning, the roommates are unaware of any chronic or acute medical conditions.  An interview with his family reveals that many members of the family have suffered from early myocardial infarction and the family consents to an autopsy for conformation of the suspected disease.  On initiation of the autopsy, the body is very stiff and hard, and the muscles are difficult to manipulate.  This change in the muscles is due to specific biochemical changes within the muscle.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4l4cc","text":"Which of the following mechanisms is dysfunctional, leading to the changes seen in the muscle?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-16 20:47:53	2020-01-16 20:47:53
149	20	1	14.0	{"blocks":[{"key":"41ca","text":"A 47-year-old man comes into the emergency department with trouble breathing.  He states that he has noticed he is becoming short of breath more and more frequently and must rest, even after walking 2 blocks.  Physical examination reveals an enlarged AP diameter and a flattened diaphragm.  The patient is a non-smoker and has no history of chronic illness.  Enzyme testing reveals overactivity of the enzyme responsible for breaking down elastase.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"dbe3l","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4uj15","text":"Which of the following enzymes is most likely deficient in this patient?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-16 20:50:30	2020-01-16 20:50:30
150	20	1	15.0	{"blocks":[{"key":"1tbf6","text":"A research student isolates 2 functional mRNA sequences composed of UUU and UUC trinucleotide repeats.  She the incubates these mRNA’s with functional ribosomes and charged tRNA’s with the corresponding amino acids.  Later, it is found that both mRNA sequences produce polypeptide chains containing phenylalanine repeats.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"atb6m","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5l6v6","text":"Which of the following genetic principles explains this finding?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"885ls","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-16 20:53:54	2020-01-16 20:53:54
151	20	1	16.0	{"blocks":[{"key":"8mbr2","text":"After an unremarkable 37-week pregnancy, a 23-year-old female has a baby boy. The physician quickly notices that the newborn is exhibiting leukocoria, an atypical white reflection from the retina of the left eye (image below). Further investigations reveal a diagnosis of retinoblastoma, despite no family history of the disease within the family. It is a malignancy caused by mutations in the RB1 gene on chromosome 13, which encodes for the tumor suppressor gene RB1. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1qdld","text":" ","type":"atomic","depth":0,"inlineStyleRanges":[],"entityRanges":[{"offset":0,"length":1,"key":0}],"data":{}},{"key":"1lvt3","text":"Wikipedia image: https://en.wikipedia.org/wiki/Retinoblastom","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":60,"style":"fontsize-8"}],"entityRanges":[],"data":{"text-align":"center"}},{"key":"6k7o","text":"Which of the following mechanisms explain how RB1 normally functions to prevent  cell growth?","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":93,"style":"color-rgb(33,37,41)"},{"offset":0,"length":93,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":93,"style":"fontsize-16"},{"offset":0,"length":93,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}},{"key":"d8mds","text":"\n ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}}],"entityMap":{"0":{"type":"IMAGE","mutability":"MUTABLE","data":{"src":"https://api.reel-lms.com/images/b3dEcDsDRExxw0DrDTrG.jpg","height":"auto","width":"auto"}}}}	2020-01-16 21:26:50	2020-01-16 21:26:50
152	20	1	17.0	{"blocks":[{"key":"8ktb8","text":"A 4-year-old boy presents to his pediatrician for un-resolving breathing issues. He was diagnosed with Treacher Collins syndrome at birth after displaying the characteristic deformities of small malformed ears, underdeveloped lower jaw, cleft palate, and drooping eyelids. It is a genetic disorder associated with a reduced number of neural crest cells migrating to the first and second pharyngeal arches. In addition, Treacher Collins syndrome happens to fall under a spectrum of disorders linked to abnormal ribosomal biogenesis. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4svf0","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9khf5","text":"If a patient were to completely lack free ribosomes, which of the following proteins would not be affected?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3pi17","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-16 21:30:03	2020-01-16 21:30:03
153	20	1	18.0	{"blocks":[{"key":"6f6b4","text":"A 39-year-old male presents to the clinic as a 2-week follow up after being diagnosed with early stages of sarcoma. Besides his sister who has recently had a reemergence of breast cancer after being diagnosed 5 years ago, during his first visit he could not remember if any other family members had been diagnosed with cancer. He now brings to light a few cousins on his maternal side who had to undergo chemotherapy for adrenocortical carcinoma as children. The physician starts putting the pieces together and after thorough genetic testing, figures out there is a heritable Li-Fraumeni syndrome plaguing this family. He explains to the patient that the underlying issue is a mutation in the tumor suppressor gene p53 leading to uncontrolled cell growth and the immergence of numerous malignancies. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ocqr","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8lvvv","text":"Which of the following is the most likely mechanism for the cellular physiology within this patient?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-01-16 21:33:22	2020-01-16 21:33:22
