id	parent	body	feedback	right	created_at	updated_at
773	145	Defect of glycosylation of isoleucine and lysine in the Golgi apparatus	{"blocks":[{"key":"17nc4","text":"Defect of glycosylation of isoleucine and lysine in the Golgi apparatus- Incorrect.  Isoleucine and lysine do not undergo glycosylation.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-10 20:02:32	2020-01-10 20:02:32
774	145	Defect of glycosylation of proline and lysine in the Golgi apparatus	{"blocks":[{"key":"dtd3d","text":"Defect of glycosylation of proline and lysine in the Golgi apparatus- Incorrect.  Glycosylation of hydroxylated amino acids, hydroxyleucine and hydroxyisoleucine, undergo glycosylation in the Golgi apparatus.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-10 20:02:32	2020-01-10 20:02:32
775	145	Defect of glycosylation of proline and serine in the endoplasmic reticulum	{"blocks":[{"key":"fkisk","text":"Defect of glycosylation of proline and serine in the endoplasmic reticulum- Incorrect.  Glycosylation does not occur in the endoplasmic reticulum.  Furthermore, only serine, asparagine, threonine, and few post-translationally hydroxylated amino acids can undergo glycosylation.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-10 20:02:32	2020-01-10 20:02:32
776	146	Cells in a short, rapid G1 phase and no cells in G0 phase	{"blocks":[{"key":"anuid","text":"Cells in a short, rapid G1 phase and no cells in G0 phase- Incorrect.  Cells displaying a short, rapid G1 phase are known as labile cells.  These cells never enter G0 and are known to proliferate rapidly.  Examples of labile cells include bone marrow, gut epithelium, skin, hair follicles, and germ cells.  While this is normal behavior for labile cells, this would not be seen in neurons.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:40:19	2020-01-16 20:40:19
777	146	Mostly cells in S phase	{"blocks":[{"key":"9d1nm","text":"Mostly cells in S phase- Incorrect.  Cells in S phase are displaying normal cell cycle behavior and can be stable or labile cells.  Although this is normal behavior for those cell types, this is not seen in neurons, which are permanent cells and do not divide.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:40:19	2020-01-16 20:40:19
778	146	Multiple neurons in G1 to S phase	{"blocks":[{"key":"8c9j1","text":"Multiple neurons in G1 to S phase- Incorrect.  Cells displaying this type of cell cycle progression are either stable cells or labile cells.  Both can divide and progress from G1 to S phase with varying speed.  Neurons are permanent cells and may only be generated from stem cells, making normal progression from G1to S phase incorrect.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:40:19	2020-01-16 20:40:19
779	146	No cells in G1 phase	{"blocks":[{"key":"a6nh5","text":"No cells in G1 phase- Correct.  Neurons are known as permanent cells and do not divide like other cells.  After being generated from stem cells, neurons enter the G0 phase of the cell cycle and remain there.  Once damaged, neurons expire, and new neurons can only be regenerated from stem cells.  Other permanent cells include skeletal and cardiac muscle cells, as well as red blood cells.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3m2q3","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"b60uj","text":"TAKEAWAY: There are 3 general cell types in the body: permanent, stable, and labile.  Permanent cells, once generated, remain in G0 and can only regenerate from stem cells.  These cells include neurons, skeletal and cardiac muscle, and red blood cells. Stable cells (quiescent) are those that stay in G0 once generated until stimulated to proceed to G1 and divide.  Examples of these cells include hepatocytes, lymphocytes, and periosteal cells. Labile cells are those cells that rarely or never go into G0 phase and divide rapidly with a short G1 phase.  Examples of these cells include bone marrow, gut epithelium, skin, hair follicles, and germ cells.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 20:40:19	2020-01-16 20:40:19
780	146	Some cells in G2, and some cells in M phase	{"blocks":[{"key":"ejrid","text":"Some cells in G2, and some cells in M phase- Incorrect.  This is normal cellular behavior for stable and labile cells, not for permanent cells like neurons.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:40:19	2020-01-16 20:40:19
781	147	Desmosomes	{"blocks":[{"key":"7b94o","text":"Desmosomes- Incorrect.  Desmosomes (macula adherens) offer structural support to cellular junctions via intermediate filament interactions.  Desmosomes use cadherins to connect intermediate filaments of adjacent cells.  While these connections are essential for maintaining cellular adhesion, they are not used in paracellular communication as stated in this question stem. ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":373,"style":"color-rgb(33,37,41)"},{"offset":0,"length":373,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":373,"style":"fontsize-16"},{"offset":0,"length":373,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:44:39	2020-01-16 20:44:39
782	147	Gap Junctions	{"blocks":[{"key":"36lcp","text":"Gap Junctions- Correct.  The questions stem is referring to cilia, which are located in various tissues in the body including the lung.  Cilia in the lung function to clear debris and mucus from the airways.  For proper coordinated movement, cilia require gap junctions to propagate electrical signals and facilitate communication between ciliated cells.  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"7avu4","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6gdj3","text":"TAKEAWAY: Cellular junctions are essential for the maintenance of the barrier function of cells, as well as communication between cells.  Gap junctions are channel proteins that are necessary for paracellular communication","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}},{"key":"bi7ef","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 20:44:39	2020-01-16 20:44:39
783	147	Hemidesmosomes	{"blocks":[{"key":"cl1eh","text":"Hemidesmosomes- Incorrect.  Hemidesmosomes are membrane proteins that connect keratin in basal cells to the underlying basement membrane using integrin. They are essential for the maintenance of the bond between cells and the basement membrane, but do not function in the capacity of paracellular communication.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:44:39	2020-01-16 20:44:39
784	147	Integrins	{"blocks":[{"key":"91fie","text":"Integrins- Incorrect.  Integrins are membrane proteins that maintain the integrity of the basolateral membrane of cells.  Integrins connect the hemidesmosome to the collagen, laminin, and fibronectin in the basement membrane.  The question stem is asking for channel proteins that facilitate communication, not proteins that maintain the basolateral membrane of cells making this choice incorrect.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:44:39	2020-01-16 20:44:39
785	147	Zonula Adherens	{"blocks":[{"key":"48u0e","text":"Zonula Adherens- Incorrect.  The zona adherens (adherens junction) forms a belt connecting actin cytoskeletons of adjacent cells.  These are calcium dependent and utilize cadherins to attach adjacent cells.  This question is describing cilia and gap junctions, which are communication junctions, not structural junctions.  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":322,"style":"color-rgb(33,37,41)"},{"offset":0,"length":322,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":322,"style":"fontsize-16"},{"offset":0,"length":322,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:44:39	2020-01-16 20:44:39
786	148	Binding of actin to myosin	{"blocks":[{"key":"bghl0","text":"Binding of actin to myosin- Incorrect.  ATP is not required in the binding of actin to myosin.  Upon release of calcium from the sarcoplasmic reticulum, a conformational change I the troponin-tropomyosin complex is what allows myosin and actin to bind.  This binding signifies that ADP-Pi are bound to myosin, not ATP.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:47:53	2020-01-16 20:47:53
787	148	Binding of troponin to tropomyosin	{"blocks":[{"key":"3a0u1","text":"Binding of troponin to tropomyosin- Incorrect. Troponin is always bound to tropomyosin hence; ATP is not required for this interaction.  While the troponin-tropomyosin interaction is essential for muscle contraction to commence, it is not an interaction that requires ATP.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:47:53	2020-01-16 20:47:53
788	148	Calcium uptake into the sarcoplasmic reticulum	{"blocks":[{"key":"8gokd","text":"Calcium uptake into the sarcoplasmic reticulum- Incorrect.  Calcium binds troponin and causes a conformational change in proteins leading to muscle contraction.  While the presence of calcium promotes contraction, the absence of ATP in rigor mortis impairs a process leading to the relaxation, not contraction, of muscle fibers.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:47:53	2020-01-16 20:47:53
789	148	Power stroke of the myosin head	{"blocks":[{"key":"4d3cl","text":"Power stroke of the myosin head- Incorrect.  ATP, while important for relaxation, is not directly involved in the power stroke of the myosin head.  Indirectly, ATP provides the inorganic phosphate necessary for the stroke and is followed by the release of ADP.  ATP is hydrolyzed earlier, during the relaxation phase and is not present at the time of the power stroke.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:47:53	2020-01-16 20:47:53
790	148	Release of actin from myosin	{"blocks":[{"key":"1ojv7","text":"Release of actin from myosin- Correct.  The stiff musculature at the time of autopsy is consistent with rigor mortis.  Rigor mortis occurs because the dead muscle cells cannot regenerate ATP stores, which are depleted 3-4 hours after death.  Without any ATP available to bind to the myosin head, actin cannot be released from myosin and the complex is maintained, leading to the rigidity of the muscles in a contracted state.  After 72 hours, proteases and other enzymes are activated and hydrolyze muscle proteins, leading to muscle degradation and flaccidity. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"adstv","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"36vkd","text":"TAKEAWAY: Lack of ATP impairs the relaxation of muscle fibers, leading to sustained contraction.  Three to four hours after death, the body runs out of ATP stores, and muscles cannot facilitate relaxation, leading to the development of rigor mortis.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}},{"key":"fjvh5","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 20:47:53	2020-01-16 20:47:53
791	149	Alpha-1 antitrypsin	{"blocks":[{"key":"tjlg","text":"Alpha-1 antitrypsin- Correct.  Alpha-1-antitrypsin is an enzyme that inhibits the enzyme responsible for breaking down elastin, elastase.  A deficiency in this enzyme leads to an over production of elastase, which leads to a breakdown in elastin.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"a54qe","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fl6b1","text":"TAKEAWAY: The balance of elastin in tissues is tightly regulated by elastin and alpha-1-antitrypsin.  Elastin is responsible for breakdown, while alpha-1-antitrypsin is responsible for the inhibition of elastin. A deficiency of alpha-1-antitrypsin can lead to the overactivity of elastase and increased breakdown of elastin.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 20:50:30	2020-01-16 20:50:30
792	149	Collagenase	{"blocks":[{"key":"bcj5o","text":"Collagenase- Incorrect.  Collagenase is an enzyme responsible for breaking down collagen and has nothing to do with the breakdown or production of elastin.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:50:30	2020-01-16 20:50:30
793	149	Elastase	{"blocks":[{"key":"34r6v","text":"Elastase- Incorrect.  Elastase is the enzyme responsible for breaking down elastin.  In this patient, overactivity of elastase is indicated, not deficiency.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:50:30	2020-01-16 20:50:30
794	149	Lysyl Hydroxylase	{"blocks":[{"key":"a9vcm","text":"Lysyl Hydroxylase- Incorrect.  Lysyl hydroxylase is an enzyme used in the hydroxylation of amino acid residues in collagen, not elastin.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:50:30	2020-01-16 20:50:30
795	149	Lysyl Oxidase	{"blocks":[{"key":"18rc5","text":"Lysyl Oxidase- Incorrect.  Lysyl oxidase is an enzyme responsible for cross-linking collagen, not elastin.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:50:30	2020-01-16 20:50:30
796	150	Ambiguity	{"blocks":[{"key":"5jcvu","text":"Ambiguity- Incorrect. Each codon is associated with only a single amino acid, meaning the code is not ambiguous.  It is the specificity of codons that allows for such precise functioning.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:53:59	2020-01-16 20:53:59
797	150	Lack of spacer nucleotide	{"blocks":[{"key":"e3bi2","text":"Lack of spacer nucleotide- Incorrect. Spacer nucleotides are those that would act as internal punctuation between codons.  The human genetic code is read sequentially from a starting point and has no internal punctuation.  Each codon is adjacent to the next without any spacer nucleotides between codons.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:53:59	2020-01-16 20:53:59
798	150	Transition	{"blocks":[{"key":"9eruu","text":"Transition- Incorrect.  Transition is a point mutation that results in the replacement of a purine nucleotide for another purine, or a pyrimidine for another pyrimidine.  While purines and pyrimidines make up the codons for amino acids, it is not the basis for the wobble hypothesis.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:54:00	2020-01-16 20:54:00
799	150	Universality	{"blocks":[{"key":"390oe","text":"Universality- Incorrect.  The genetic code is almost completely universal and nearly identical across all species, with the exception of mitochondria, some bacteria, and a few single-celled eukaryotes.  This is not the basis for the wobble hypothesis.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 20:54:00	2020-01-16 20:54:00
800	150	Wobble	{"blocks":[{"key":"79c5v","text":"Wobble- Correct.  While there are only 20 amino acids used in protein synthesis, there are 61 codons that code for those amino acids.  Therefore, more than one codon can code for a particular amino acid and the genetic code is considered degenerate.  AS stated in the question stem, UUU and UUC both code for the amino acid phenylalanine.  As such, certain tRNA molecules can recognize multiple different codons coding for the same amino acid.  This can be explained by the Wobble hypothesis, which states that the first 2 nucleotides in a sequence of codon require traditional base pairing, whereas the third “wobble” nucleotide position may undergo non-traditional base pairing.  As seen in the question stem, phenylalanine is coded for by UUU and UUC and 1 tRNA molecule can recognize 2 codons because of the same UU in the first two nucleotide positions. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"eiuuu","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4svhf","text":"TAKEAWAY: The wobble hypothesis describes some of the degeneracy of the genetic code in that more than 1 codon can code for a single amino acid.  The hypothesis states that the first 2 nucleotide positions on an mRNA codon require traditional base pairing, whereas the third “wobble” position may undergo less traditional base pairing.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}},{"key":"f8o34","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 20:54:00	2020-01-16 20:54:00
801	151	Allows for a functional Cyclin B – Cdc2 complex	{"blocks":[{"key":"1m05e","text":"Allows for a functional Cyclin B – Cdc2 complex – This is not the correct answer. This complex functions at the start of M phase, inducing nuclear breakdown and chromosomal formation.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:26:50	2020-01-16 21:26:50
802	151	Allows for a functional Cyclin D – CDK4/6 complex	{"blocks":[{"key":"d7pi5","text":"Allows for a functional Cyclin D – CDK4/6 complex – This is not the correct answer. This complex functions during G1 phase and preparation for transition to S phase.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:26:50	2020-01-16 21:26:50
803	151	Allows for a functional Cyclin E – CDK2 complex	{"blocks":[{"key":"adahi","text":"Allows for a functional Cyclin E – CDK2 complex – This is not the correct answer. This complex allows for the successful progression from G1 to S phase, thus allowing for DNA replication. This checkpoint is maintained by p53 and RB.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:26:50	2020-01-16 21:26:50
804	151	Keeps E2F in an inactive state	{"blocks":[{"key":"43grn","text":"Keeps E2F in an inactive state – This is the correct answer. RB normally functions in a hypo-phosphorylated state to keep E2F inactive. Retinoblastoma is a cancer that presents as a newborn with leukocoria, glaucoma, and delayed development. The mutated RB1 gene allows for the cyclinE-CDK2 complex to unrestrictedly phosphorylate the RB-E2F complex and allow for the release of E2F. E2F is a transcription factor that allows for cell growth, so its unregulated release leads to manifestations seen in the disease.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4p65d","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4ae11","text":"TAKEAWAY: RB is a tumor suppressor that aids in the cell cycle checkpoint between G1 and S phase by inhibiting the function of E2F, a transcription factor that leads to cell growth.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 21:26:50	2020-01-16 21:26:50
805	151	Maintains a hypo-phosphorylated state to release E2F	{"blocks":[{"key":"cq3kv","text":"Maintains a hypo-phosphorylated state to release E2F – This is not the correct answer. RB functions to keep E2F, a transcription factor that allows for cell growth, in an inactive form.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:26:50	2020-01-16 21:26:50
806	151	Maintains a phosphorylated state to bind E2F	{"blocks":[{"key":"6mda4","text":"Maintains a phosphorylated state to bind E2F – This is not the correct answer. RB normally maintains its functionality by being hypo-phosphorylated.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:26:50	2020-01-16 21:26:50
807	152	K+ channel membrane channel	{"blocks":[{"key":"6lnpt","text":"K+ channel membrane channel – This is the correct answer. This is made of membrane proteins organized to form a channel, as such it is synthesized by the rough endoplasmic reticulum (RER). RER is the site where membrane-bound or secretory proteins are synthesized. Only mRNA molecules that encode proteins with an ER signal sequence bind to the rough ER membrane. Otherwise, the proteins are synthesized on free ribosomes. This includes proteins destined for the cytosol, peroxisome, and mitochondria.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2hcp8","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"f6k6o","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"d6bak","text":"TAKEAWAY: RER synthesizes proteins destined for the plasma membrane or proteins that will be exported. Free ribosomes are the site for cytosolic, peroxisomal and mitochondrial protein synthesis.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 21:30:03	2020-01-16 21:30:03
808	152	Inner mitochondrial membrane protein	{"blocks":[{"key":"76q9m","text":"Inner mitochondrial membrane proteins – This is not the correct answer. All mitochondrial proteins are synthesized on free ribosomes. Inner mitochondrial membrane proteins are specifically known for their role in the electron transport chain.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:30:03	2020-01-16 21:30:03
809	152	Intermediate filaments	{"blocks":[{"key":"elqb9","text":"Intermediate filaments – This is not the correct answer. Cytoskeletal proteins include microfilaments, intermediate filaments and microtubules. These are all cytosolic and thus synthesized on free ribosomes.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:30:03	2020-01-16 21:30:03
810	152	Microtubules 	{"blocks":[{"key":"687dd","text":"Microtubules – This is not the correct answer. Cytoskeletal proteins include microfilaments, intermediate filaments and microtubules. These are all cytosolic and thus synthesized on free ribosomes.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:30:03	2020-01-16 21:30:03
811	152	Peroxisomal catalase	{"blocks":[{"key":"ad3p","text":"Peroxisomal catalase – This is not the correct answer. One of the major functions of peroxisome is to generate hydrogen peroxide and then utilize enzymes to help it oxidize other substrates. One such enzyme is catalase. All peroxisomal proteins are synthesized on free ribosomes.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:30:03	2020-01-16 21:30:03
812	153	CyclinE-CDK2 complex inhibited by p21	{"blocks":[{"key":"af4r0","text":"CyclinE-CDK2 complex inhibited by p21 – This is not the correct answer. CyclinE-CDK2 complex phosphorylates RB and leads to the release of transcription factor E2F. p21 prevents that in order to halt the cell cycle during times of DNA damage.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:33:22	2020-01-16 21:33:22
813	153	Epidermal growth factor (EGF) binds tyrosine kinase receptors	{"blocks":[{"key":"4oggo","text":"Epidermal growth factor (EGF) binds tyrosine kinase receptors – This is not the correct answer. This would aid in transitioning the cell from G1 to S phase, and could potentially spiral the cell into uncontrolled cellular growth. However, this is irrelevant to a mutated p53 protein and its function to keep the cell cycle in check.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:33:22	2020-01-16 21:33:22
814	153	p53 allows for RB-E2F complex formation	{"blocks":[{"key":"efu9l","text":"p53 allows for RB-E2F complex formation – This is not the correct answer. RB-E2F complex helps keep the body in check by preventing cell cycle progression and subsequent cellular growth.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:33:22	2020-01-16 21:33:22
815	153	Phosphorylated p53 due to DNA damage	{"blocks":[{"key":"cv0sk","text":"Phosphorylated p53 due to DNA damage – This is not the correct answer. DNA damage will cause the cell to stabilize the p53 proteins through phosphorylation. That will in turn lead to downstream effects of suppressing the cell cycle.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:33:22	2020-01-16 21:33:22
816	153	Phosphorylated RB releases E2F	{"blocks":[{"key":"4po2s","text":"Phosphorylated RB releases E2F – This is the correct answer. Unregulated phosphorylation of RB releases E2F, such that the transcription factor leads to unchecked cellular growth and eventual cancer. P53 is an unstable protein that normally undergoes rapid breakdown leading to cell cycle progression from G1 to S phase. When DNA damage occurs, p53 is phosphorylated to maintain its integrity and subsequently leads to p21 gene activation. P21 in turn will inhibit cyclin-CDK complex formation and thus prevent the phosphorylation of RB. As long as RB is maintained in a hypo-phosphorylated state, it will remain bound to E2F and prevent that transcription factor from inducing cell growth. Li-Fraumeni syndrome is a disorder than predisposes individuals with the development of several cancers, including sarcomas, and cancers of the breast, brain and adrenal glands. It is caused by a mutation in the p53 gene leading to unregulated cell growth.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fjn04","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8eaas","text":"TAKEAWAY: Li-Fraumeni syndrome is a disorder caused by a mutation in the gene that encodes p53. By taking p53 out of the equation, the normal cell cycle checkpoint is disrupted and cellular growth occurs at an unrestricted pace leading to cancer formation.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}},{"key":"ftkbi","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 21:33:22	2020-01-16 21:33:22
817	154	Ca2+	{"blocks":[{"key":"b2o05","text":"Ca2+ – This is the correct answer. PLC initiates the formation of two second messengers that lead to the release of Ca2+ and activation of PKC. The G-protein dependent phospholipase C signal transduction pathway proceeds in the following manner: binding of a ligand to the cell surface receptor causes GDP to be exchanged for GTP on the Gq protein to phospholipase C (PLC) is activated to hydrolyzes phosphatidyl inositol bisphosphate (PIP2) into diacylglycerol (DAG) and inositol triphosphate (IP3) to  DAG activates protein kinase C (PKC) & IP3 mediates the release of Ca2+ stored in the endoplasmic reticulum to Ca2+ also aids in activation of PKC to PKC capitulates numerous downstream effects via phosphorylation.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"e3p22","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"bc77f","text":"TAKEAWAY: The signal transduction pathway involving Gq leads to downstream activation of phospholipase C and eventual release of Ca2+ and activation of protein kinase C. On the other hand, pathways involving Gs and Gi lead to downstream activation of adenylate cyclase and eventual release of protein kinase A.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":8,"style":"BOLD"}],"entityRanges":[],"data":{}},{"key":"3e9g5","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-01-16 21:37:47	2020-01-16 21:37:47
818	154	cAMP 	{"blocks":[{"key":"63ule","text":"cAMP – This is not the correct answer. Intracellular cAMP concentrations are modulated during activation of G-protein dependent adenylate cyclase second messenger systems, influenced by Gs and Gi.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:37:47	2020-01-16 21:37:47
819	154	cGMP 	{"blocks":[{"key":"2nd8t","text":"cGMP – This is not the correct answer. Intracellular cGMP concentrations increase during activation of guanylate cyclase second messenger systems.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:37:47	2020-01-16 21:37:47
820	154	mRNA 	{"blocks":[{"key":"rqgg","text":"mRNA – This is not the correct answer. Concentrations of mRNA increase during times that require elevated levels of protein synthesis.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:37:47	2020-01-16 21:37:47
821	154	Protein kinase A	{"blocks":[{"key":"2sqdo","text":"Protein kinase A – This is not the correct answer. Intracellular PKA concentrations are modulated during activation of G-protein dependent adenylate cyclase second messenger systems, influenced by Gs and Gi.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-01-16 21:37:47	2020-01-16 21:37:47
